text,label
Im Spätfrühling lässt es sich noch gut verlieben,0
Repräsentanz in Teheran soll wieder eröffnet werden,3
FC Bayern will Bestmarke gegen Nachbar Ingolstadt knacken – Erster Bundesliga-Vergleich,4
Forscher hatte sich mit Quantenoptik und Nanophotonik befasst,7
Marcel Hirscher fädelt beim Kombi-Slalom ein und scheidet ebenso wie Aksel Lund Svindal aus,4
Dienst war nur in den USA und Australien verfügbar – Beats 1 bleibt einziger Gratis-Sender,0
'Kathrin Röggla wird bei der Eröffnung mit dem Buchpreis der Salzburger Wirtschaft ausgezeichnet,8
"31,5 Prozent nach 30,1 Prozent ein Jahr davor – Puls 4 und ATV unter den Quoten von August 2014",6
Linker Flügel der Regierungspartei will Kampf gegen Sparpolitik fortsetzen,3
Der Marktanteil lag bei 28 Prozent – 104,6
Betriebsbedingte Kündigungen soll es nicht geben,3
Ubisofts Kampfspiel bringt intuitive und martialische Duelle und setzt den Fokus aufs Wesentliche,0
"UBV gewann, Grüne und SPÖ-Landwirte nicht mehr im Landeskammerrat vertreten – Wahlbeteiligung wieder gesunken",5
"Hersteller: ""Wenn du mit blutigen Games nichts anfangen kannst, ist es nichts für dich""",0
Der solo geflüchtete Este Rein Taaramäe holt sich den Tagessieg,4
"Vizekanzler Gabriel will Konkurrenzkampf um Kanzlerkandidatur, doch rote Granden winken ab",2
"'Schwarzer Humor im Off-Theater: Das Bernhard-Ensemble zeigt im Rahmen des Netzzeit-Festivals ""Out of Control"" die Uraufführung eines Stücks von Ernst",8
Staatsanwaltschaft ermittelt wegen des Verdachts der Beleidigung von Organen oder Vertretern ausländischer Staaten,6
'Ein Kreditereignis bei BMW sollte ausbleiben,3
Der Sachbuchautor und Ex-Grün-Politiker rechnet mit den nach rechts gewanderten Linken ab,5
'Die Wahlerfolge und das Programm der AfD sorgen in der CDU für Unruhe,2
Hilfsorganisation fordert unabhängige Untersuchung des Bombardements,2
"Nachdem sein Laptop kaputt ging, blieb Prince Harvey keine andere Möglichkeit –  Versteckspiel vor Mitarbeitern",0
Zunächst eine Person noch lebend geborgen,1
Sicherheitsforscher fand zahlreiche Designfehler,0
"""Unhygienisch"", ""diskriminierend"": Chinese Christian Union fordert Entfernung",1
ORF wieder unter Milliarde Euro Umsatz – aber weit größer als Verlagsriesen Mediaprint und Styria zusammen – Update: Neu gereiht nach konsolidiertem Konzernumsatz,6
"Forderten ihn auf, mehrere tausend Euro zu bezahlen",1
Pjöngjang hat sich allen Warnungen aus dem Ausland widersetzt,2
América Móvil und die Republik feilschen um die Einhaltung der Partnerschaft bei der Telekom Austria – und Postenbesetzungen,3
"Sozialstadträtin Sonja Wehsely bezeichnet die Verschärfung als Alibiaktion, Bürgermeister Michael Häupl ist ebenfalls skeptisch",5
Regierung und drei Oppositionsparteien finden Kompromiss zur umstrittenen Medienreform,2
Im beschaulichen Stegersbach bereitet sich das österreichische Nationalteam auf die Partien gegen Albanien und die Türkei vor,4
"Der Aufwand sei zu hoch, heißt es im Hauptverband – Später könne man aber noch einmal darüber reden",5
Der massive Wettbewerbsdruck führt laut Postbus-Betriebsratschef Wurm zu Überschreitungen der Lenkzeiten,3
"'Mehr Polizei, weniger Bargeld für Flüchtlinge, neue sichere Herkunftsstaaten – auch deutliche Mehrausgaben in Österreich",1
Opposition erringt 99 der 167 Sitze – Präsident Maduro auf Kompromisse angewiesen,2
"Obama wollte mehr Kompetenzen an sich reißen, um Handelsabkommen schneller und ohne Kongress verhandeln zu können",3
Vizepräsident von Merrill Lynch Europe im Gespräch,3
Gespräche mit Zeman und Fahrt mit historischem Salonzug von Ex-Präsident Masaryk geplant,2
Regierung dementiert Berichte über Kosten für Versorgung der Flüchtlinge,1
Flüchtlingen soll Aufenthalt in Australien ermöglicht werden,1
Vorarlbergerin hat zwei der drei Quali-Runden überstanden,4
Lust via Simulation in 3D – Pornografie aus dem Blickwinkel des Mannes – Im Extremfall Ersatz für echten Sex?,0
"Vier Feuerwehrleute verletzt – Extreme Hitze machte Einsatzkräften zu schaffen – Land hält Anrainer an, die Fenster zu schließen – Keine akute Gefährdung",1
"""Wall Street Journal"" beruft sich auf eingeweihte Kreise",6
'Niederlage gegen Dustin Brown - Haider-Maurer verpasst damit ein mögliches Achtelfinal-Duell mit Dominic Thiem,4
"Die Finanzminister setzen ihre Gespräche fort, Österreichs Minister Schelling hält eine neue Einigung für möglich",3
Mehr als 16 Tote in Cizre und Diyarbakir – Auch Ausschreitungen in Istanbul,2
Land pocht auf Funktionsfähigkeit und Bestandsgarantie,3
"Konzernriese soll sich heimlich mit fünf Verlagen geeinigt haben, um E-Book-Preise in die Höhe zu treiben – US-Berufungsgericht bestätigte Entscheidung",0
"Tester bejubeln die Fortsetzung zum 2012 erschienenen Hit ""Enemy Unknown""",0
"Rund 5,6 Millionen Kunden hinzugewonnen",3
"Bundespräsident: Neutralitätsgesetz ""gute Entscheidung""",5
Klägerin hatte sich für sexuell belästigte Frauen eingesetzt,1
Bemühungen für Auslieferung von US-Zahnarzt,1
Leitantrag soll beschlossen werden – Keine Konferenz im Herbst,5
"Österreich wurde überstimmt, Umweltminister Rupprechter ist von der grünen Ratsvorsitzenden Dieschbourg ""sehr enttäuscht""",1
Klage auf Schmerzensgeld und Verdienstentgang in Höhe von 41,5
"Berliner Erstligafußballer sehnen sich nach einer neuen, kleineren Arena mit mehr Stimmung",4
Der letzte Freitag im Juli ist den Menschen in den IT-Abteilungen gewidmet,0
Reaktion auf Raketenangriffe aus Palästinensergebiet,2
Vorwurf der Korruption im Zusammenhang mit dem Bau mehreren Raffinerien,2
"Ob die Arbeitslosigkeit wieder so stark sinkt wie früher, wenn es mit Österreichs Wirtschaft bergauf geht, ist unter Fachleuten umstritten",3
Fahrgast stach auf 47-Jährigen ein – Mann erlitt auch Schädelbasisbruch – Zeugen schritten ein und leisteten Erste Hilfe,1
Auswirkungen auf den Menschen blieben bei Studie allerdings noch ausgeklammert,7
"Archäologin: ""Einige Monumente wie der Torbogen werden leicht wieder zu errichten sein, das ist kein Zauberwerk""",7
"Anrainer befürchten sexuelle Übergriffe und fühlen sich belogen, Bürgerversammlung am Dienstag",1
Meme startet Debatte über Linguistik und Mode,0
"Von Flugschreiber aufgenommenes Geräusch stammt ""mit 90-prozentiger Wahrscheinlichkeit"" von Explosion",2
"'Investoren lehnen sich gegen Änderungen beim ""Grünzertifikate-Regime"" auf",3
ÖFB-Team bei 0:4-Niederlage chancenlos – Heraf blickt schon auf Portugal im Viertelfinale,4
"Das Sexleben von Pinguinen ist je nach Spezies unterschiedlich: Manche treiben es bunt, Felsenpinguine dagegen sind strikt monogam",7
Am Dienstag soll der neue Kanzler angelobt werden,5
AMS-Chef hätte gerne einfacher zu administrierende Bestimmungen,5
Psychiaterin attestierte ihm Unzurechnungsfähigkeit – Urteil ist rechtskräftig,1
Bemannte Mission soll Astronauten tief ins Weltall bringen,7
"Forscher untersuchten eine Familie mit ungewöhnlichem Schlafrhythmus und fanden die Genvariante, die dafür verantwortlich sein könnte",7
Innenminister begründet Schritt mit Sondermaßnahmen der Nachbarstaaten,1
"""Zeit für etwas Neues"" – Finanzierungsfrage dürfte eine Rolle gespielt haben",4
282,6
"""kärnten",5
"In der Wüste von New Mexico werden momentan Testversuche abgehalten, die Verbindung soll 40 mal schneller als 4G sein",0
'Langsam klärt sich das Profil von Yassin S,2
"Außenminister: ""Dublin-Abkommen funktioniert nicht"" – EU unterstützt Balkanstaaten mit acht Mio",1
"Karl Simlinger, umstrittener Altbürgermeister von Gföhl, soll geehrt werden",5
Umgesetzt wurde die neue Kampagne mit der Agentur moodley brand identity,6
Die Bundeshauptstadt steht zum siebenten Mal in Folge ganz oben auf Mercers Liste,1
Knochen und ein beinahe zwei Meter langer Stoßzahn im Kanton Zug entdeckt,7
Auch am zweiten Prozesstag schien die Beweislage in der Causa Brehmstraße dünn,3
Ordnungskräfte haben in China einen schlechten Ruf – 75 Menschen werden immer noch vermisst,1
Beschwerde gegen Verurteilung wegen Mordes,1
"Justizminister für ""vernünftiges Maß"" an Vorratsdatenspeicherung – Mikl-Leitner fordert ergänzende Maßnahmen, wenn U-Haft nicht verhängt werden kann",5
Die deutsche Baumarktkette Obi spricht auf informeller Ebene bereits mit der Bundeswettbewerbsbehörde,3
Der Verzicht auf die Erwähnung religiöser Feiertage wird von vielen Nutzern nicht goutiert,0
Berliner Startup entwickelt rechtsgültiges Verfahren,0
Keine Details bekannt,3
Rainhard Findling entwickelt benutzergerechte Sicherheitssysteme für Smartphones,7
Unternehmen soll eigenständig bleiben und bringt Activision weitere 500 Millionen Kunden,0
"Technische Hilfen werden eingeschränkt – ""Aufregende und innovative Änderungen"" für kommende Saison angekündigt",4
"Rapid ist im Sechzehntelfinale der Europa League gescheitert, das steht nach dem 0:6 im Hinspiel schon fest",4
Unzufriedenheit über Kämpfe wächst auf beiden Seiten - Regierung stoppt Medikamentenlieferungen,2
"Die neuen Bildquellen ""AFP-Bild aktuell"" und ""AFP-Bild Archiv"" stehen bereits ab 1",6
"Nicht einmal die Hälfte der Montenegriner ist für einen Nato-Beitritt – Russland kündigt ""Vergeltungsmaßnahmen"" an",2
Angehörigen von Drittstaaten will der neue Stadtchef Andreas Rabl (FP) freiwillige kommunale Sozialleistungen streichen,5
Niki Lauda in einem McLaren MP 4/2 TAG Turbo,4
"Ein Skelettfund in einer Höhle in Äthiopien weist auf ein mysteriöses Ereignis hin, das vor 3",7
"Pro Jahr werden von Ministerien etwa 600 Berufstitel vergeben, die meisten im Schulbereich",5
Kartendienst bietet virtuelle Tour durch Hamburger Ausstellung mit der weltweit größten Modelleisenbahn,0
Youtube und Facebook rangieren dahinter – willhaben,0
Seit Monaten andauernde Rivalität mit Präsident Erdoğan wurde dem AKP-Regierungschef zu viel,2
"Ministerpräsident al-Abadi: ""Wir brauchen keine ausländischen Kampftruppen auf irakischem Boden""",2
Starkes Comeback des Steirers nach verordneter Pause,4
Superbenzin um 10 Cent teurer als Diesel,3
Auch Australierin Samanta Stosur erstmals am Start – Vorjahressiegerin Petkovic pausiert,4
"24-Jährige wegen ""politisch motivierten Taten""polizeibekannt",1
"Fluglinie verzichtet auf wichtige Destinationen, um nicht länger Israelis transportieren zu müssen",2
"Hollywoodstar wird Gastprofessorin für neuen Studiengang ""Frauen, Frieden, Sicherheit""",1
Was bedeutete das Modell Österreich für Deutschland? Ein Riesenwerk des Historikers Michael Gehler gibt ausführlich Antwort,2
"EU-Kommission veröffentlichte neues Abkommen ""Privacy Shield""",0
Umbau von alten NES zu PC – technisches Komponenten ersetzt,0
Dachverband Erneuerbare Energie stößt Diskussion an,3
"Konzerne zahlten in Luxemburg kaum Steuern, der EU-Kommissionschef wollte die Vorgänge in seiner Regierungszeit nicht aufklären",3
'Seit dem Syrienkrieg nehmen die Spannungen zwischen den Religionsgemeinschaften auch im Libanon zu,2
Das Closing wird bis Dezember erwartet,3
"Länder für 15a-Vereinbarungen zum Thema Integration, Filmschaffende fordern Asylgipfel",1
Verträge beim Double-Gewinner nicht verlängert,4
Novelle nach 35 Jahren: Auch mit einem grünen Soziallandesrat gibt es für Menschen mit besonderen Bedürfnissen kaum Verbesserungen,5
'Die rechtsgerichtete MHP hält den Schlüssel in der Hand für den weiteren Weg des türkischen Präsidenten Tayyip Erdogan,2
"Die Teuerung fiel im Dezember noch schwächer aus als erwartet, ein Grund ist das billige Öl, moderat verteuert haben sich Lebensmittel",3
Über die vergangenen Jahrzehnte verwendete die Spezialeinheit der U,3
Scharfe Kritik aus Griechenland an mazedonischen Einsatzkräften,1
Höchste Terrorwarnstufe bleibt aufrecht – Schulen und Universitäten bleiben am Montag geschlossen – Auch Metro fährt nicht,2
"Klubpräsident: Haben alles getan, um Attentäter zu stellen",1
Schauspieler hofft trotz derber Sprüche in seinen Komödien auf Beistand von oben,1
Frauenministerin hält aber an Forderung nach Versicherung und Kündigungsschutz im Papamonat fest,5
"Stöck: ""Heillos überfüllte"" Ambulanzen der Spitäler entlasten und Patientenströme steuern – Ambulanzgebühr wurde vom VfGH wegen Formalfehler gekippt",5
Noch heuer sollen die Stellen gestrichen worden,3
"Superintendent Hermann Miklas wirft Blauen in der Asyldebatte ""Verleumdung"" vor",5
"Die Produktion übersiedelt nach Wiener Neudorf, dafür soll es in Wien nach dem alten einen neuen Shop geben",3
"System aber noch in ""experimenteller Phase""",0
EA und Respawn kündigen Shooter-Fortsetzung offiziell an – Erstmals mit Solo-Kampagne,0
"Eine 25-Jährige, die an paranoider Schizophrenie leidet, hat ihren fünfjährigen Sohn getötet",1
SPÖ und ÖVP mussten im Alleingang die erweiterten Befugnisse für die Terrorbekämpfung absegnen,5
"Sofort nach einer Verurteilung hat ein Angeklagter weiter Geld für Wohnungen kassiert, die ihm nicht gehörten",1
"Filmstudios schalten FBI ein, um neuen Tarantino- und ""Peanuts""-Film sowie andere Blockbuster aus Tauschbörsen zu drängen",0
Bowie war auch als Testimonial für Werbekampagnen tätig,6
"Polizeisprecher: Mann dachte, Waffe sei nicht geladen",1
Filme über die Reise auf der Straße sind ein Klassiker der Filmgeschichte,8
Schwierige Situation auch in Niederösterreich,5
182 Prozent mehr Langzeitarbeitslose im Juni,3
"""UberPop""-App in Frankreich verboten, trotzdem sind Wagen unterwegs",0
Verhandlungen um Freilassung weiterer Geiseln,2
"Vorfall über Irland auf Flug von London nach New York – ""Gesundheitliches Problem"" eines Piloten durch Blendung",1
Kritiker sehen Verwechslungsgefahr mit Tschetschenien,2
HBO gab den Sendetermin für die sechste Staffel der Fantasyserie bekannt – ACHTUNG: Spoiler,6
Die Erfolgsgeschichte aus dem Radio und Internet wird im Fernsehen fortgesetzt – Produziert von Fox 21 Television,6
Medienberichte bestätigt – Kein offizielles Bekenntnis,2
Die syrische Regierung akzeptiert die von Russland und den USA ausgehandelte Feuerpause – mit Einschränkungen,2
Fraktionsvorsitzende entschieden sich mehrheitlich für Einsetzung eines Untersuchungsausschusses,3
'Tiroler zuletzt mit fünf Toren in fünf Ligaeinsätzen – Sportdirektor Thomas Linke bestätigte am Dienstag in einer Pressekonferenz,4
Auch Galaxy S6 Edge soll ab sofort beliefert werden – Neue Funktionen für Edge Screen,0
Die Tirolerin hat nach ihrem Sieg beim Judoturnier in Düsseldorf als Olympiahoffnung zu gelten,4
Die USA rüsten sich mit Freihandelsabkommen für den wirtschaftlichen Aufstieg Chinas,3
12 Stunden nach dem Start meldete sich die Sonde – Geplante Ankunft beim Mars Ende Oktober,7
'UN-Generalsekretär Ban forderte Gewaltverzicht,2
Mexikanische Sicherheitskritische fassen sechs Verdächtige,1
"Nach Tagen der Kälte lässt sich der Sommer wieder blicken, und das bundesweit mit Temperaturen über 30 Grad",1
"Als Ersatz für ausscheidende Mitarbeiter, aber ""unterm Strich"" auch echtes personelles Wachstum – Schwerpunkt auf Billigtochter Eurowings",3
"""La Rondine"" in der Regie von Rolando Villazon auf dem Spielplan, Musical ""Chess"" und Operette ""Die Zirkusprinzessin""",8
"'Neurolinguistisches Programmieren kommt mit wissenschaftlichem Anstrich daher, doch von Seriosität kann dabei keine Rede sein",7
Transitgebühren an Sudan bald ähnlich hoch wie Preis pro Barrel,3
In Baden-Württemberg steht die erste grün-schwarze Regierung Deutschlands am Start – Warnung vor AfD-Schelte,2
"Vorbild Schweiz mit ""offenen Stalltüren""",1
Warum die Tiere Laute ausstoßen und wer sie hören kann,7
"Autos, die sich wie Roboter auf der Straße bewegen, sind technisch kein Problem mehr",7
"Preis als ""Knowledge City"" ging an die österreichische Bundeshauptstadt",7
Unklare Zuständigkeit bei Taxi-Ersatzdienst: Arbeitsinspektorat kann Büro des Fahrtenanbieters nicht mehr finden,3
"Mit 0,56 Punkten um einen Rang gegenüber 2015 verbessert, Dänemark Spitzenreiter",0
"Polnische Angler stießen auf Münzen, die aus dem Samarkand des 9",7
Dominator der Tour de France wehrt sich gegen permanente Dopingandeutungen,4
3:2-Heimsieg für Minnesota gegen St,4
"Nach Dopingskandal bringt Russlands Sportminister Mutko Stabhochsprungstar Isinbajewa als ""Reformerin"" ins Spiel",4
Nach dem Gedenken an den erschossenen Michael Brown kommt es zu einem Feuergefecht,1
"Klimawandel, Privatverbrauch und landwirtschaftliche Nutzung könnten Probleme bringen ohne geänderte Rahmenbedingungen",3
Geld am Sparbuch zu deponieren ist derzeit kein gutes Geschäft,3
Bouyues will selbstständig bleiben – Telekomfirmen kämpfen mit niedrigen Renditen,0
'Ex-Außenminister Lieberman wird Verteidigungsminister – Forderung nach Todesstrafe für Terroristen nicht durchgesetzt,2
Authentifizierung sollte auf zweitem Gerät erfolgen – Überweisungen konnten manipuliert werden,0
"Antikorruptionsprozesse in Slowenien und in Kroatien zeigen, dass viele Vorwürfe gegen Politiker am Ende ungeklärt bleiben",2
Venezuela schließt die heiße Grenze zu Kolumbien,2
Einkommensgrenzen sollen laut Grünen-Wohnbausprecher Chorherr gesenkt werden,5
Russland soll Soldaten und Ingenieure in die syrische Grenzstadt Qamishli verlegt haben,2
Diesmal soll es ans Eingemachte gehen: Am Mittwoch trifft der griechische Premier Alexis Tsipras in Brüssel Angela Merkel und François Hollande,3
"Der NHL droht ein Playoff ohne Klubs aus dem Mutterland des Eishockeysports, seit 1993 wartet Kanada auf den Gewinn des Titels",4
Polens früherer Präsident soll für Kommunisten spioniert haben,2
"Aufgebrachte Menge griff Rettungswagen mit zwei Syrern an, einer der beiden Verletzten starb",2
Koalition zeigt sich im Parlament trotz Panama-Papers unerschütterlich,2
Bei Protesten in Bitola wurden am Sonntagabend zehn Demonstranten und vier Polizisten verletzt,2
Beim Weltwirtschaftsforum dominieren Appelle an die europäische Solidarität – und Zweifel an Österreichs Obergrenze,1
"""EU muss verhindern, dass es Tote gibt"" – Dutzende Flüchtlinge laut Helfern im Hungerstreik",1
"Alexander von Zemlinskys ""König Kandaules"" an der Flämischen Oper Antwerpen",8
'Mittlerweile täglich Artillerieeinschläge im Konflikt um Bergkarabach,2
Washington dankt Moskau für Intervention,2
"Jene Roma-Familien, die an der Dornbirner Ach campierten, mussten ihre Zelte räumen",1
Michael Hubertus von Sprenger hat ein Faible für umstrittene Mandanten,2
"Markus ""Notch"" Persson kritisiert via Twitter die Finanzierungstaktik von kostenlosen Spielen",0
"Für den Baumeister seien gar keine orangen Funktionäre aktiv, sagt Obmann Schwingenschrot",5
Aus Angst vor Performance-Defiziten wehren sich Hardwarehersteller bisher oft gegen Verschlüsselung,0
"""Österreich"" fasste sein Dilemma zwischen Pflicht und Neigung zusammen: ""Er liebt Philippa – Er will Stenzel – Straches neue Frauen""",6
EU-Experten von Pensionsgipfel enttäuscht – Steuerreform positiv – Teilzeitquote in Österreich über EU-Schnitt – Nicht-EU-Bürger schlecht in den Arbeitsmarkt integriert,5
"Malware-Hersteller nutzt Unternehmenszertifikat, um eigene Spionagesoftware zu installieren",0
Es ist laut Polizei von Brandstiftung auszugehen – Verdächtiger festgenommen,1
"Die Belebung des urbanen Raums zählt die Institution ""Kunst im öffentlichen Raum Wien"" zu ihren Kernkompetenzen: Nun feiert die jährlich 800",8
Rakete ermöglicht angeblich Atomangriff auf US-Festland,2
'Der Kunstraum Niederösterreich widmet sich 2016 einer Reflexion auf das Genre Performance,8
Der 44-jährige Brasilianer wurde von der vatikanischen Gendarmerie überwältigt,1
Laut schwedischer Zeitung – Nutzt Bekanntheit für die Unterstützung von Charitys,0
Landeshauptmann Pühringer und Innenministerin Mikl-Leitner einigen sich auf Zeitplan,1
Goldman warnt: WTI-Preis könnte auf 20 Dollar fallen  Analysten erwarten dagegen mehrheitlich Preisanstieg,3
"Im besten Fall sind es 456 Kilogramm, berichtet ""News"" – Ein Sachverständiger kam auf 1",1
Hofburgkandidatin Irmgard Griss erhielt bisher 291,5
Kanzler: Portugal würde 7,1
"Die wesentlichen Quellen, bei denen Methan entsteht, sind Öl- und Gasproduktion sowie die Viehhaltung",3
Erster Besuch eines Staatsoberhauptes seit elf Jahren – Modi trifft Sharif in Lahore,2
"Sozialminister: ""Kann keine Schlechterstellung für ASVG-Versicherte geben""",5
Gasthausbesitzer wurde auf seiner Terrasse leicht verletzt,1
Exotische Fleischwaren können Krankheitserreger enthalten,7
"Die Krankheit Noma lässt tausende Kinder in Westafrika jährlich sterben, nur wenige überleben schwer entstellt",1
"Ein bissel fehlte der ersten Ausgabe das Naive, das Charlotte Roche beigetragen hat",6
Bereits zum dritten Mal trainierte die spanische Fußballnationalmannschaft in einem kleinen Ort im südlichsten Tal Vorarlbergs,4
Menschenrechts-Hochkommissar wirft Konfliktparteien geringe Rücksicht auf Zivilisten vor,2
"Besitzerin: ""Wurde geradezu filetiert""",4
"Der Außen-und Integrationsminister Sebastian Kurz über Flüchtlingsströme, Migranten und die Notwendigkeit eines ""Islam europäischer Prägung""",1
"In der litauischen Kleinstadt Pabradė befindet sich das ""Registrierungszentrum für Ausländer""",1
Zehn Jahre hinter Gittern – Unschuld kam 2001 ans Licht,1
Für Familien und Frauen sowie Umwelt- und Naturschutz zuständig,5
"Regierung stimmt russisch-amerikanischem Plan zu, die Opposition ist skeptisch",2
Swatch und der italienische Brillenhersteller Safilo wollen zusammenarbeiten,3
"Dietrich: ""Schöner Tag, weil ich Verantwortung abgeben darf""",5
Angesichts des Zustroms von Flüchtlingen sollten die baulichen Vorschreibungen und damit die Wohnungskosten gesenkt werden,3
Wiener bestreiten Hinspiel am 18,4
Israel beschießt Ziele im Südlibanon – Opferangehörige über Kuntars Tod erleichtert,2
Europa droht die Invasion des Eschenprachtkäfers,1
"Schweizer Botschaft hängt Schild auf Zaun – Golfverband sieht ""Überreaktion""",2
"'Kritiker sprechen von ""Kommerzzirkus""",8
Fernverkehr nach München bleibt eingestellt – Teile von Notunterkunft wegen Einsturzgefahr gesperrt,1
In dem mazedonischen Ort sind 658 Afghanen hängengeblieben,1
Eine unvollständige Auswahl der wichtigsten Bucherscheinungen zur Netzpolitik,0
Detaillierte Vorschläge zu Mindestsicherung und Arbeitsmarkt sollen im August folgen,5
Erste Hinweise auf kommende Generation von Googles Betriebssystem,0
Ehrung für die produktivste Alge im Arktischen Ozean,7
Österreichs U21-Fußballer eifern der Elite nach,4
'ORF Radio-Symphonieorchester Wien mit Dirigentin Mirga Grazinyte-Tyla,8
Update: 1TB-Modell für Europa ohne technischer Überarbeitung,0
Bei dem AKW bebte am Jahrestag Tschernobyls schon wieder die Erde,1
Vier Beschwerden beim Presserat wegen Kolumne über Amnesty-Bericht zu Traiskirchen und eine wegen jener zu Polizeigewalt – Amnesty prüft Schritte,6
"Estland protestiert gegen Haftstrafe und fordert Freilassung, auch EU verurteilt Schuldspruch",2
Für Salzburger steht vor der Finalserie gegen Znojmo Kräftesammeln am Programm,4
29-jährige Wissenschafterin wechselte von der Antarktis in die Alpen,7
'Berlin und Brüssel erwägen ein eigenes Budget mit eigenen Einnahmen für die Eurozone,2
"61 Prozent der Abstimmenden dagegen – Premier Rutte: Abkommen nicht mehr ""einfach so zu ratifizieren"" – Tusk: Kiew-Vertrag weiter gültig",2
Alexander Van der Bellen versucht die heikle Balance zwischen der Rolle des Umfragefavoriten und jener des für chancenlos gehaltenen Unabhängigen,5
'Der U-Ausschuss ist in der Verstaatlichtenzeit gelandet,3
Sonneneruptionen verstärken atmosphärischen Abbau – Staubwolke unbekannter Herkunft um den Mars entdeckt,7
"Masseverwalter gab sich kürzlich optimistisch, dass die Beschäftigen ihr Geld noch vor Weihnachten bekommen",3
"Regierung kündigt schärfere Maßnahmen an – Übergriffe auch in Österreich, Mikl-Leitner: Keine Welle wie in Deutschland",1
"FPÖ-Chef fordert Unterlassung und einstweilige Verfügung, Streitwert 35",0
Oberlandesgericht bestätigt Entscheidung des Straflandesgerichts: keine zweite Chance für rechtskräftig verurteilte Beamte,1
US-Amerikanerin hinter der Schweizerin und der Deutschen Rebensburg nur Dritte – Hütter und Görgl unter besten sieben,4
'Die angestrebte Kapitalaufstockung soll größer ausfallen als kolportiert,3
Monatlich küren die Userinnen und User von derStandard,6
Die chinesische Führung lässt in der Nähe von Peking einen der größten Flughäfen der Welt errichten,3
"""Es ist besser, dem Papst nichts zu sagen""",2
Rechtskonservative Schweizerische Volkspartei kann mit einer stärkeren Machtbeteiligung rechnen,2
Nach dem Sonntag geht die Kampagne für die Stichwahl weiter,5
"Während die Republikaner auf Zeit spielen, hat ihnen Obama einen möglichen Höchstrichter vor die Nase gesetzt, den sie schwer ablehnen können",2
Konzernchef Dennis Muilenburg: Projekt liegt im Zeitplan,2
Mödlhammer drängt auf aufgabenorientierte Geldaufteilung im Finanzausgleich – Neue Aufgaben nicht mehr zu finanzieren,5
"Trainer Vastic warnt: ""Dürfen auf keinen Fall glauben, dass das dort ein Selbstläufer wird"" – Salzburger trafen in Heimspielen immer zumindest zweimal",4
US-Forscher begaben sich auf die Spur eines rätselhaften ausgestorbenen Raubtiers,7
Kontrollgremium hatte nur 30 von 3,2
'In 150 Jahren ging es bei dem Familienunternehmen stets bergauf – bis zum verhängnisvollen Jahr 2015,3
Der Gründung der Klimt-Foundation folgt die Neubesetzung der Leopold-Museums-Direktoren,8
"Die EU führt eine neue Berechnungsmethode ein, die es Österreichs Industrie und Energieversorgern erlaubt, mehr Treibhausgase auszustoßen",3
"1520 – Der portugiesische Seefahrer Magellan (Fernao de Magalhaes), seit 1517 im Dienst der spanischen Krone, entdeckt die Einfahrt in die nach ihm benannte, 600 Kilometer lange Straße zwischen Südamerika und Feuerland",7
Lehr- und Forschungszentrum für Produkt- und  Produktionsprozessforschung geplant,7
"Kreis der Beteiligten am Projekt ""Instant Articles"" wird größer",0
Kein Wechsel auf Unity 8 aber Unterstützung für Snappy-Pakete,0
Steirischer Landeshauptmann fordert verstärkten Einsatz von Sicherheitskräften – Mikl-Leitner kündigt zusätzliche 2,1
Innenministerin: Österreich ist Zielland geworden – Eisenstadt erfüllt mit einem neuen Quartier für 170 Flüchtlinge die Quote,1
Bestehende Kooperationen bleiben aufrecht,5
Weltcup in Hochfilzen trotz Schneemangels,4
Die Premiere der Zentralmatura wirft folgenreiche Fragen auf,5
"Der Präsidentschaftskandidat findet nationalsozialistische Wiederbetätigung aus jugendlichem Übermut zu scharf sanktioniert, das Verbotsgesetz könne aber auch so bestehen bleiben",5
Immer mehr Menschen kommen über die Ostgrenze zu Serbien in das EU-Land,1
Das neue Früh-Format wird wochentags zwischen 6 und 9 Uhr ausgestrahlt,6
"Bei der Demonstration gegen den G7-Gipfel kam es auch zu Rangeleien mit der Polizei, Mehrheit der Demonstranten blieb friedlich",2
'Die Flüchtlingsfrage spaltet nicht nur arrivierte Politiker,1
"Bester Dokumentarfilm ist ""Dui Rroma"" von Iovanca Gaspar für Okto",6
"Ein südoststeirischer Pfarrer setzte seine fünf Kirchenglocken ein, um eine Demonstration der ""Identitären"" gegen ein Flüchtlingszentrum zu stören",1
"Für mehr als die Hälfte der Wiener ist die Bundeshauptstadt nur Wahlheimat, ihre Wurzeln haben sie woanders: 52 Prozent der Wienerinnen und Wiener sind in den Bundesländern oder im Ausland geboren",1
"Bei Protesten im Sommer kam es auch zu Ausschreitungen, nun soll Abfall ins Ausland gebracht werden",2
Scheidende ÖVP-Landesrätin wird Chefin des oberösterreichischen Wirtschaftsbunds – Pühringer mit 48 von 56 Stimmen als Landeshauptmann angelobt,5
Präsident: Bis 2020 ein Viertel aller Projekte dem Kampf gegen globale Erwärmung widmen,3
"Platz elf in ""Times Higher Education""-Rangliste – dank Südtirolern und Deutschen",5
Israel rief seine Bürger zum umgehenden Verlassen der Türkei auf,2
Kommende Woche erscheint das neue Buch des ehemaligen Grünen-Chefs – dezidiert nicht als Programm eines Präsidentschaftskandidaten,5
Nur für Apple-Boss Tim Cook scheint das Ende des PCs eine beschlossene Sache zu sein,0
