text,label
See im Wiener Stadtentwicklungsgebiet ist ab Juli benutzbar,1
'Vollmond am 23,7
Präsident Peter Schröcksnadel sieht sich und den Skiverband hintergangen,4
Nur 5,0
Vorwürfe gegen den Fifa-Kandidaten Al Khalifa aus Bahrain verstummen nicht,4
Erster Weltcupsieg in Massenstart-Bewerb für Italiener Windisch,4
Regierung ruft Staatstrauer aus,1
Soll Veränderungen bei Treffen mit Landessozialreferenten umsetzen,5
Samsung zieht im Patentstreit mit Apple vor oberstes US-Gericht,0
Mitarbeiter der St,0
Auf einen Meter Neuschnee folgen 15 Grad und Föhn,1
Der Konsum kommt nicht in Schwung,3
"Die Facebook-Seite ""Blutgruppe HC Negativ"" mit fast 50",0
Sonntag im Finale gegen Murray – Peya im Doppel-Halbfinale out,4
Kind wurde mit Hubschrauber in Grazer Spital geflogen,1
"Frau beschuldigte Nachbarn, dem Vogel das Schimpfen beigebracht zu haben",1
Start am Dienstag geplant,1
OGH-Urteil beendet Disput um Rechte des 2012 verstorbenen Künstlers,8
Videostreaming-Plattform verlängert in den USA Lizenzabkommen mit Epix nicht weiter,0
Ex-Richterin verdrängte konservative Volkspartei aus dem Rathaus,2
Ex-Finanzminister erhielt für seine Aussage vor dem Hypo-U-Ausschuss ein Briefing,3
"Oppositionsführerin will über ""nationale Versöhnung"" reden",2
Annullierung und Wiederholung im Herbst,5
"Immobilienverkäufe, Anleihen, Dividenden, Börsengewinne, Versicherungsprämien: Wen die Steuerreform trifft",3
"Nach ""Donkey-Konga-Bongos"" und ""Rock Band""-Gitarre folgt Steuerung ohne Controller",0
Grund sind Aussagen des Sängers,8
App soll im November starten – Kritiker befürchten Mobbing,0
"Schnellverfahren sind für den Juristen ""alternativlos""",1
Diese Woche sind mit Valencia und Paris St,4
Der Autor über seine Raoulito-Gedichte,8
807,6
"Iraker lieferte der Regierung Bush ""Beweise"" für Massenvernichtungswaffen Saddams",2
Ex-Fotograf der Militärpolizei brachte tausende Folterfotos mit,2
"Spät, aber doch – Duetschlandchef Kirsch: ""Thema auf Massenmarkt angekommen""",0
Tennis-Coach Günter Bresnik beglückt die spielerische Steigerung von Dominic Thiem,4
Signale der Beschwichtigung an die aufgebrachten Finanzmärkte,3
Zugvögel fressen Fischteiche leer – Streit mit Naturschutzbehörde,1
SPÖ bei Zuwendungen in Runde eins voran,5
"Gemeindeergebnisse, Mandate und mögliche Koalitionen im Überblick",5
'Sasha Mendjan erforscht die biologische Entwicklung des Herzens,7
Allerdings nicht auf allen Geräten,0
Zwei Seeleute verschleppt,2
Burgenländer ohne Top-Ten Platz seit einem halben Jahr,4
Im Falle eines Bruchs mit dem Team Stronch,5
Einflussreicher Wissenschafter starb an seinem 85,7
Verfassungsschutz verzeichnet massiven Zuwachs bei fremdenfeindlich motivierten Straftaten,5
"Messaging vor Publikum, nicht nur mit Gesprächspartnern",0
Blues ziehen mit 5:1-Sieg souverän ins FA-Cup Viertelfinale,4
Fehlbetrag wird nach Finanzausgleich und Bildungsreform neu bewertet,5
Ungarn kontrolliert nun auch Grenze zu Slowenien – 4,1
Linzer rüsten für kommende Saison kräftig auf,4
Drei Festgenommene nach wenigen Stunden wieder freigelassen,2
"Wer Tierleid aufzeigen will, dem droht künftig eine Verwaltungsstrafe",1
NSA-Newsletter öffentlich zugänglich – auch weitere Zusammenarbeit mit Medien angekündigt,0
Außerdem hört der Tidal-Mitgründer offenbar Musik über YouTube,0
Erstinstanzlich verurteilte Manager bei Verhandlung persönlich anwesend,3
'Streitigkeiten innerhalb der Opec blockieren die Einigung auf eine Förderquote,3
41-Jähriger gab sich beziehungswilligen Frauen gegenüber als Polizist aus,1
"Totalsperre gilt bis Ende April, ein Schienenersatzverkehr wird eingerichtet",1
Bezugsfrist voraussichtlich ab 14,3
Hypo- und Bawag-Gutachter Fritz Kleiner fordert strengere Regeln für Wirtschaftsprüfer,3
Das kommende Cochrane-Kolloquium über den Stand der evidenzbasierten Medizin,7
"Durchgriffsrecht ""notwendige und durchdachte Lösung"" – Koalitonsklima ""menschlich""",5
"Kriegsverbrechen in Kroatien, Bosnien-Herzegowina und der Vojvodina angelastet",2
Übertriebene Fürsorge kostete Kälbchen das Leben,1
"Wisdom ist ein Laysanalbatros-Weibchen, das bereits 35 Jungvögel aufgezogen hat",7
Internetkonzern will stattdessen zum Partner der Automobilhersteller werden,0
"""Cyberkrieger"" sollen eigene Streitmacht werden – Bündelung von IT-Kompetenzen",0
Das neue Betriebssystem iOS 9 erlaubt die Integration eines Werbeblockers,6
Eskisehirspor sichert sich die Dienste des 26-Jährigen,4
Der amerikanische Rohstoffriese Samson Resources ist pleite,3
"Ex-Außenministerin und Milliardär untermauern Favoritenrollen – Trump: Cruz ""praktisch eliminiert""",2
Junge Afrikaner machen sich von Agadez aus auf den Weg,1
Ist mit kleinem OLED-Bildschirm ausgestattet – Firmware zum Download gestellt,0
Experten erwarten Zinsanhebung im September oder Dezember,3
6,4
"Landeshauptmann kritisiert ""provokativen"" Gipfel bei Faymann",1
Politiker sollen Lösungsansätze für Flüchtlingskrise diskutieren,6
"Umsatz auf 8,45 Milliarden Franken zurückgegangen – Aktienrückkauf angekündigt",3
'340 Neuankömmlinge in vergangenen 24 Stunden,1
Lebensstil durch Mobiltelefon-Modelle belegt,0
Bernhard Kerres war Opernsänger und Intendant des Wiener Konzerthauses,6
"Ministerien: ""Bedeutender Beitrag im Kampf gegen den Terrorismus""",2
Nachfolger gesucht für Helmut Reitze gesucht,6
Verónika Mendoza in Umfragen nur noch knapp hinter Keiko Fujimori,2
Der Verfassungsgerichtshof bestätigt die Verfassungsmäßigkeit der Bagatellsteuer,3
Nationale IMEI-Sperre angestrebt,0
Hillary Clinton kritisiert Militärakademie wegen Konföderierten-Flagge,1
Arzt und vier Begleiter festgenommen,1
28-Jähriger durfte wegen fehlender Behandlungsgrundlage gehen,1
15,0
'Bis zu 50,1
"Nach ORF-Innenpolitik-Chef Hans Bürger im Vorjahr übernimmt 2016 die ""Report""-Moderatorin",6
BIP-Plus von einem Prozent im zweiten Quartal,3
Österreich ist im Tischfußball eine Macht,4
"Posting ""stammt sicher nicht von uns",6
"'""Unmöglich"" Friedensprozess fortzusetzen – Nato-Sondertreffen zur Türkei von Anschlag überschattet",2
"Die Blauen sind zuversichtlich, dass sie erstmals Bezirksvorsteher stellen werden",5
Dynamisch-humorvolle Manga-Adaption von Takashi Yamazaki,8
Bei 4:5-Niederlage in Winnipeg,4
Zuletzt kämpfte Twitter mit sinkenden Nutzerzahlen und tiefroten Bilanzen,0
'Anna Bergmanns Strindberg-Inszenierung am Theater in der Josefstadt hat Hitpotenzial,8
Auswertung des Sozialministeriums: 31,5
Kirchner-Anhänger kritisieren Kurswechsel von Präsident Macri und fordern Lohnerhöhung,2
"Prüfer empfehlen, Teamteaching zu reduzieren – Ministerin verweist auf Autonomie",5
An einem Tag über ein Drittel seines Börsenwerts verloren,3
Knapp 20 Prozent des russischen Ölkonzerns stehen zum Verkauf,3
Für die Hütteldorfer brachten die letzten Spiele ausschließlich Rückschläge,4
80 bis 90 Menschen vorübergehend evakuiert – Kriegsgerät entschärft,1
Zwei Autobomben gezündet – Armee zieht sich zurück,2
Am Hauptbahnhof - Von deutschen Zielfahndern,1
'Der ehemalige IWF-Chef hat in einem Zuhältereiprozess einen Freispruch erwirkt,1
Vatikan soll im September über Finanzskandal entscheiden,1
Sabine Bendiek war zuvor General Manager bei EMC,0
Leise rieseln die Ausgaben für das kommende Fest,3
Muttonen: Außenminister soll seine Vorschläge in EU-Außenministerrat einbringen,1
Opposition wirft Regierung in Rom Interessenskonflikte vor,2
"Bundespräsident: Alles sollten sich ""gemeinsam bemühen""",1
FPÖ kritisiert Ausgaben für Web-Auftritte und fordert Nutzung von Synergieeffekten,5
Location-Hopping am Wochenende in Wien,8
Trotz Störungszone am Mittwoch teilweise Temperaturen von über zehn Grad,1
Regierung hält am Dienstag erste Sitzung zur Asylmisere ab,1
Eine Honorarabrechnung über 130,5
"Zahlungsausfall Griechenlands formal festgestellt, aber zunächst ohne Konsequenzen",3
'Christian Böhler weist die Vorwürfe seiner Ex-Chefs zurück,3
'Kompromiss nach fünfeinhalb Stunden: höhere Mindestpension für 20,5
4,1
Freispruch für Kritiker nach Verleumdungsklage,2
Banderolen sollen Aufschlüsse zur Herkunft des Geldes geben,1
Bus explodierte nahe der Grenze zu Afghanistan,2
"'Altmetric misst, wie sehr Science-News auf Facebook, Twitter und Co",7
Die Nachkommen der Vertriebenen können um die spanische Staatsbürgerschaft ansuchen,1
"'Trunken machen in der Ausstellung ""Farbenrausch",8
Platz 23 unter den bisher 38 Volksbegehren der Zweiten Republik,5
Ersten 24 Stunden verliefen äußerst lukrativ für den Hersteller,0
Who the Huck is Finn?,6
Er war einer der schillerndsten Intellektuellen der 1968er-Bewegung,8
"""Inter_View"" erscheint am 9",6
'Klug lobt Assistenzeinsatz und gesteht Engpässe bei der Sanitätsversorgung ein,1
"Nicolas Cage inszeniert Vergewaltigungs-Thriller, US-Teen-Star Zendaya spielt in ""Spider-Man"" mit",8
Bisher keine Langstreckenflüge von Berlin aus,3
"Verdächtiger soll Verbindungen zu ""Jihad Jane"" gehabt haben",2
Chatbots sollen die Kommunikation mit Unternehmen in den Messenger verlagern,0
"Zusätzliche Zeit soll genutzt werden, um Verbesserungen vorzunehmen",0
Haftungen noch vage – Registrierkassen-Schonfrist,5
Journalistenorganisation sieht Einschränkung der Meinungsfreiheit,6
Zahlreiche Firmen streben in das Segment,0
Die SPÖ-Gremien nominierten Rudolf Hundstorfer als Kandidaten für die Hofburg,5
Razzia gegen Helfer bei blutigen Zusammenstößen in Kumanovo im Mai,2
Betreiberfirma soll nicht genug für die Sicherheit getan haben,0
Auch in der Türkei müsse man Flüchtlinge mit Gewalt stoppen,1
Gericht stützt Präsidenten im Machtkampf mit Opposition,2
Panama Papers belegen steuerschonende Transaktionen,8
Ausführung von Schadcode möglich – Update bereits veröffentlicht,0
Schlepper sollen vier Männer nach Österreich gebracht haben,1
Neue Arena soll 60,4
Kaufpreis wird mit 35 Millionen Euro beziffert,5
Auto- und Motorradbomben in drei Stadtteilen explodiert,2
Zehn Länder haben Beteiligung zugesagt,2
Global mehr als 31,0
Eine Direktorin wurde von ihrer Schulinspektorin schikaniert,5
Deutsche Dominanz zum Auftakt des Nordic Combined Triple,4
Enrique M,2
Überfall auf ein Dorf – Überfall ereignete sich am Mittwoch,2
SPD-Politiker: Wir können die Länder nicht kaputt sparen,3
Das britische Kampfschimpfer-Duo und sein Exit,8
Das faktische Pensionsalter steigt laut Pensionsversicherungsanstalt in jedem Fall,5
Stadtroten sehen sich nach den Wahlniederlagen in ihrem Kurs bestätigt,5
Austausch blieb jahrelang unbemerkt,8
489,5
Mitarbeiter überreichten Eigentümervertretern Petition gegen Personalabbau,6
Herausforderungen nur gemeinsam zu lösen,2
Russische Hersteller sollen Zeitfenster zur Produktionssteigerung nutzen,3
Vor Oscar-Gala am 28,0
'Mittlerweile können sich die Gefährten Fakten merken und Unterhaltungen führen,0
"Muslimische Kindergärten sind stark religiös geprägt, so ein Zwischenergebnis",5
Pipeline soll russisches Gas über die Türkei bringen,3
Die Staatskapelle Berlin unter Daniel Barenboim im Musikverein,8
Laut Scotland Yard kein Zusammenhang mit Anschlägen in Paris,2
Mehr als drei Millionen Euro Straßenverkaufswert,1
Außenminister Kotzias kommt am 11,2
Auch der Deutschen Bank droht noch ein teurer Vergleich,3
'Ultradünnes Gerät soll den Traditionshersteller hip und innovativ machen,0
Deshalb seit 2005 keine Hinrichtungen mehr,2
Fahrzeuge nach Crash meterweit geschleudert,1
Seit kurzem deckt Niederösterreich seinen gesamten Strombedarf aus erneuerbarer Energie,1
Der deutsche Komiker und Schriftsteller ist ernst geworden,8
Ursache muss noch untersucht werden,3
"Nennliste mit Ferrer, Raonic, Isner, Monfils – Zuschauerinteresse ""massiv besser""",4
"Krawalle vor Athener Parlament, drinnen wurden neue Sparauflagen abgesegnet",3
Wollten sich offenbar ungehinderten Durchzug in Syrien sichern,2
Avalanches Revolutionssatire ist ein Feuersturm im Pulverfass,0
Gesamtschaden auf 12 Mrd,3
Diskutieren Sie mit!,6
Der Standort in St,3
Programme wurden an der Technischen Universität München entwickelt,6
21 neue Reaktoren bereits im Bau,1
"Spiritueller ""Duke Nukem""-Nachfolger braucht mehr Zeit für Fehlerbereinigung",0
"'Eine Firma, die Dreck vergoldet",1
Sturm Graz ist am 13,4
"Syrer soll Informationen über ""Charlie Hebdo""-Anschlag verbreitet haben",0
Neue Ausgabe mit optionaler Full-HD-Variante und neun Stunden Akkulaufzeit,0
'Erster tödlicher Vorfall seit drei Wochen – Polizei: Warnschüsse missachtet,2
Investoren wollen in Bosnien ein riesiges Feriendorf errichten,1
Gespräche dauerten Medienberichten zufolge mehr als sechs Stunden,2
Präsidiale Unterschrift fünf Monate nach Referendum,1
Ehemalige Mitarbeiter von Lionhead sprechen über den Untergang des Studios,0
"Verzicht auf Solo-Feldzug weil ihn ""wenige spielen""",0
Größter Quartalsverlust der Konzerngeschichte – Schwache Windows-Nachfrage,0
"Innenministerin befürchtet, dass Frauen diskriminiert wurden",2
Neues Flaggschiff-Modell soll im Februar auf den Markt kommen,0
Verletzungen des Persönlichkeitsrechts: Richterin will in zweiter Instanz Entschädigung verringern,1
Menschenrechtsorganisation äußerte sich zu gewaltsamen Zusammenstößen im Dezember,2
Schlusslicht aus Kärnten kämpft gegen Mattersburg gegen den Auswärtsfluch,4
Sturmflut könnte bis zu drei Meter hoch werden,1
Parteien haben sich auch auf eine gemeinsame Wahlkampfstrategie geeinigt,2
"Gear 360 bietet zwei Fisheye-Linsen, die ein 360-Grad-Video aufnehmen können",0
"Hasenhüttl laut ""Bild"" Topkandidat als Rasenball-Trainer",4
Streifendienst soll korrupte Verkehrspolizei ablösen,2
"'""Der fliegende Holländer"" im Theater an der Wien",8
Mehrere Schüsse in Badezimmer – Motiv vorerst unbekannt,1
OMV: Erwarten deutliche Effizienzsteigerung,3
Messe in der Basilika der Jungfrau von Guadalupe,2
General: Waffen gezielt für möglichen Kampf gegen Israel entwickelt,2
Luftangriffe auf Vororte von Aleppo trotz Waffenruhe,2
Aktivisten befürchten Unterwanderung durch Randalierer,2
In den vergangenen Tagen blieb die Zahl der Schutzsuchenden niedrig,1
Laut Polizei haben in der Silvesternacht 1,1
Wiedereröffnung 2018,8
"Gericht verwies auf Telefon, Fax und Briefe",0
Österreich wird in den Rankings nach hinten durchgereicht,3
Ambulanz prallte auf Kreuzung gegen weitere Autos,1
"Händler wurden aufgefordert, Verkaufspreise im Internet anzuheben",0
Mehrere Verletzte – Polizei untersucht möglichen Zusammenhang,1
Vier neue Paare für Jeison Rodriguez aus Venezuela,1
Meistgesehene Folge war jene am 17,6
278 Mio,5
Wegen des Verdachts des Drogenmissbrauchs,1
"Flugpassagierin vermutete hinter Notizen ihres Sitznachbarn einen ""Terrorcode""",7
Kämpfer seien nicht auf Widerstand gestoßen,2
Aktivisten: Bereits mehr als 2,2
"Schalke-Manager Heldt: ""Macht Sinn, weil er dort Spielzeit bekommt""",4
Die Konkurrenz macht eine angebliche Honorarforderung der Hofburg-Kandidatin zum Thema,5
Kein Hinweis auf Fremdverschulden – Obduktion soll Todesursache klären,1
Liste wurde von der European Film Academy initiiert,8
Walid al-Moallem weist Pläne des UN-Sondervermittlers zurück,2
Männer dringen in Siedlung nahe Nablus ein,2
Gesundheitsministerin aber gegen Vorverlegung des Parteitags,5
Frühere Schatzmeisterin zu Finanzpraktiken befragt – Gruppe droht Verbot,1
Ex-Außenministerin hat jahrelang private Adresse für Dienstliches verwendet,2
Trophäen werden am Vorabend der Oscar-Verleihung vergeben,8
"Täter schrieb ""Heil Hofer"" – Polizei ermittelt",5
Astrologie ist in jeder Form Humbug,7
Noch nie haben sich so wenige Österreicher keine Zuwächse erhofft,5
'Durch das Alpine Museum der Schweiz weht ein frischer Wind,8
'Tester machen vor allem Leistungsunterschiede zwischen den Konsolenversionen aus,0
Binnen drei tagen mehr als 26 Menschen getötet,2
"Römerzeitliche Vase nach Reparatur ""in einem besseren Zustand als zuvor""",7
Vorstands-Accounts und machen ahnungslose Buchhalter zu ihren Komplizen,0
"""Radikale Wende"" bei der UN-Generaldebatte angekündigt",2
"Papamonat als ""Minderheitenprogramm"", kaum Anreiz für 50:50-Aufteilung der Kinderbetreuung",5
Elektroautos sollen Spur und Abstand halten und einparken,0
Freundschaftsanfragen sind jedoch nicht möglich,0
Bund soll in den Gemeinden ab dem 1,1
Chefentwickler Yoshida kündigt Entwicklung einer offiziellen App an,0
Das Verteidigungsministerium rüstet seine Soldaten auf,1
100 Zivilisten bei Luftangriffen getötet – Streumunition eingesetzt,2
"Mindestens 40 neue Vollzeitjobs sollen geschaffen werden, sagt das Unternehmen",3
"Vizekanzler Reinhold Mitterlehner ist skeptisch ob eines roten ""Quereinsteigers""",5
"Jahresumsätze und Mengenabsätze heimischer Produzenten stabil, Papierkostenanteil verwässert Bilanz",3
Die Präsentation der Tänze verfolgten durchschnittlich 769,6
Sarksyan nimmt Strompreiserhöhung vorübergehend zurück,2
Expertenkommission hatte in Bericht unter anderem Unregelmäßigkeiten bei Honorar-Abrechnungen gesehen,1
Lesegerät wurde von Amazon erneuert und überzeugt im WebStandard-Test,0
Ein 51-jähriger soll seit eineinhalb Jahren eine Studentin verfolgen,1
Chefredakteur argumentierte mit öffentlichem Interesse an der Attacke,6
"Landeskliniken-Holding: VVO ""nicht bereit, Leistungsabgeltung fair anzuheben""",5
Am 24,0
"2,6 Terabyte Daten geben Einblick in Geheimgeschäfte",3
Wie Wärmebildkameras zur Qualitätskontrolle der Energietechnik eines Gebäudes eingesetzt werden,1
"Durchschnittlich 1,3 Millionen Zuschauer",6
Konzern wird nach Mitarbeiterbefragung zum größten Apple-Kunden,0
Anton Schlecker soll bei der Insolvenz seiner 15,3
"Gleiche Erhöhung für Beamte, Angestellte und Lehrlinge",0
"98,61 Prozent der Stimmen für den 44-jährigen Niederösterreicher",5
Ibrahimovic verabschiedete sich von PSG mit zwei Toren,4
Weiterer Bezirk erobert – Islamisten starteten Gegenangriffe mit Autobomben,2
"""Dutzende Kämpfer"" getötet",2
Wissenschaft und Religion dürfen nicht miteinander vermischt werden,7
Deutscher Vizekanzler: Signal der Überforderung von einzelnen Staaten,1
Erster U-Ausschuss in der Geschichte des Bundeslandes wird am 11,3
Schneeregen verhindert einen Start beim RTL in Bayern,4
Sturm bei Puls 4,6
Zu den Hintergründen des Asylwerber-Verbots in zwei niederösterreichischen Schwimmanstalten,1
Wegen Protesten der Opposition gegen Nato-Mitgliedschaft,2
Überblick: Drei Tote nach Amokfahrt: Geländewagen raste durch Grazer Innenstad,1
Regierungschef Zinsou könnte gegen Geschäftsmann Talon antreten,2
Vereinbarung könnte laut New York Times schon bald verkündet werden,0
Die zweite Staffel beunruhigte in Neapel,6
Reviews loben faszinierende Spielewelt mit spannenden Waffen und sympathischen Hauptfiguren,0
Die Fifa sucht sich selbst und kürt einen neuen Präsidenten,4
Clinton führt bei Spenden,2
Nachfolgen wird dem 84-Jährigen sein Sohn James,6
17-Jähriger erhält Profivertrag beim englischen Tabellenführer,4
"Spiel erscheint im September, neue Master League und verbesserte Steuerung",0
Satellit Intelsat 29e erfolgreich im geostationären Orbit ausgesetzt,7
"Norddeutscher Rundfunk erklärt auf Nachfrage: ""Das war keine Panne",6
Verdienter sechster Saisonsieg der Burgenländer im Innviertel,4
Autonome Porträts dokumentieren wirtschaftlichen Aufschwung und lüften auch Familiengeheimnisse,8
Der App-basierte Taxidienst fühlt sich benachteiligt,3
Samsung soll seinem Android-Flaggschiff auch einen größeren Akku spendieren,0
Generalstab: Zwei nordkoreanische Boote eingedrungen,2
Während Landeanflugs gegen Baum geprallt,1
"Türkischer Präsident im CNN-Interview: ""Führe keinen Krieg gegen die Medien""",6
Kommission plant Reform zur Betrugsbekämpfung,3
"26 Verletzte, Erhebliche Schäden in der spanischen Exklave Melilla",1
Marktbereinigung dank Billiganbieter kein Preistreiber,0
114:111-Heimsieg nach Verlängerung über die New Orleans Pelicans,4
Grüne verlangen von Bundespräsident Widerstand gegen schwarz-blaue Mehrheit im Nationalrat,5
"Einfache Arbeit stirbt aus, es drohen Vereinzelung und Entfremdung",0
Zehn Verdächtige festgenommen,2
'Ankara will den IS aus dem syrischen Grenzgebiet vertreiben,2
"Neudörfl, das CNN-Wintermärchen in einem politisch auf Frost heruntergekühlten Bundesland",6
Frontmann Thom Yorke wünschte Fans auf Twitter frohe Weihnachten,8
Einvernehmliche Trennung zwischen Red Bull und dem Meistertrainer,4
Deutschland reagiert positiv auf Vorschlag von Inneministerin Mikl-Leitner,1
Am Freitag fassten mexikanische Soldaten den Chef des Sinaloa-Kartells,1
Neuer Klubobmann des Team Stronach könnte Robert Lugar werden,5
Versorgung der Asylbewerber nicht in den Griff bekommen,1
Forscher haben in einem kroatischen Höhlensystem eine neue Hundertfüßerart entdeckt,7
Unternehmen setzt Konsolidierung und Modernisierung fort,3
Die US-Komödie tröstet herzhaft über das nahende Ferienende hinweg,8
"19-jähriger Student am Hals, im Brustkorb und im Bauch getroffen",1
Die SPÖ fällt hingegen schon zehn Prozentpunkte zurück,5
"Dow Jones setzt Talfahrt fort, bricht über 3% ein",3
"Neuer VP-Generalsekretär soll ""zeitnah in den nächsten Tagen"" präsentiert werden",5
Stimmen zum 0:4 Rapids gegen Valencia am Donnerstag,4
Die Aktien des Stahlkonzerns notieren seit 9,3
Sängerin bereits mit Golden Globe für Rolle in Serie ausgezeichnet,6
Exekutivkomitee soll am späten Montagabend zu Beratungen zusammenkommen,2
"Österreichische Soldaten könnten Schutzzonen sichern und betreiben, sagt der Verteidigungsminister",5
Im Süden fielen in der Früh alle Züge aus,3
Zweieinhalb Monate nach Leichenfund in Deutschland,1
Seit Wochen geht Italiens Premier auf Konfrontation mit der EU,2
Jasmine Rinnofner entwickelt komplexe Gewebemodelle von Organen,7
Schulden zwischen zehn und 50 Millionen Dollar,8
'DER STANDARD erklärt im Wien-Lexikon bis zur Wahl am 11,5
Gepfändete Waren im Wert von mehr als 10,3
Karim Wade soll 178 Millionen Euro veruntreut haben,2
Am 12,1
Vorerst Testversuch in New York und Seattle,0
Privatkopien von urheberrechtlich geschütztem Material erlaubt,0
Die Dänin gilt zurzeit als eine der wichtigsten europäischen Choreografinnen,8
Al-Walid und seine Holding erhöhten Anteile auf über fünf Prozent,0
Österreichische Forscher untersuchten die Bildung turbulenter Flecken in Fließsystemen,7
Zwei Wanderarbeiter aus Myanmar zum Tod verurteilt worden,1
Journalisten begrüßen Entscheidung,6
"Der entlassene Lungenarzt will eine ""unzulässige Motivkündigung"" geltend machen",5
Vor allem Leerstand im Osten,1
"Die Initiative ""Rettet die Vereinsfeste"" will eine Erhöhung der Umsatzgrenzen",3
Das Wiener Elektro-Duo hat seine Lieblingssongs in einer Playlist zusammengefasst,8
"Haare müssen ""ordentlich"" unter einem Kopftuch zusammengebunden werden",2
Amtszeit dauert fünf Jahre,2
Maschine musste in Budapest notlanden,2
Christian Meidlinger als Vorsitzender wiedergewählt,5
US-Polizist erschoss Jugendlichen Tamir Rice in Parkanlage wegen Spielzeugpistole,1
Weltranglistenerster startet mit seinem 60,4
Tiere wurden Anfang Februar beschlagnahmt,1
Regierungschef wurde von Jugendlichem während Wahlkampfauftritts offenbar nicht verletzt,2
Der US-Konzern hatte jüngst erst seine Umsatzprognose gekappt,3
"Auch andere Flughäfen sind betroffen, Touristen sitzen fest",1
36 Millionen Euro teurer Streifen erzählt Kindheit des Propheten,8
Am 12,8
Howe Gelb und seine langjährige Combo befinden sich auf Abschiedstournee,8
Murray nun auf Platz zwei der Weltrangliste hinter Djokovic,4
Große US-Marken legen deutlicher zu,3
"Finanzvermögen der Österreicher 2015 um 10,6 Mrd",3
Russland schlägt Waffenruhe vor und dementiert Bombardierung von Aleppo,2
Immer mehr Hersteller setzen auf die DRM-Software Denuvo,0
"EU-Kommissionspräsident beklagt, dass aus Anschlägen kaum Lehren gezogen werden",2
Falls Forderung nicht entsprochen wird,0
"Besonders klein und im Wald anzutreffen: Nebela gimlii, eine Schalenamöbe",7
Keine Tore nach 120 Minuten zwischen den Bayern und Dortmund,4
'Für Kinderkrankenhaus – Subban für acht Jahre bei den Canadiens,4
225,6
Peking: Industrienationen sollen sich lieber um Wirtschaftsfragen kümmern,2
25,3
Vize-Finanzminister: Behörden ermitteln in 38,3
Rechtsanwälte kritisieren Gesetze und appellieren an Kollegen,1
Italiener hatte den Spanier Marc Marquez absichtlich zu Fall gebracht,4
300,6
Mord an 27 bosniakischen Zivilisten im Jahre 1992 angelastet,2
"Eine Grundsatzvereinbarung wurde unterzeichnet, der Kaufpreis beträgt 13 Millionen Euro",3
Schlüsselmoment im Titelrennen: Rapid will die Bullen noch abfangen,4
Serifenlose Schriftarten sind bei hochauflösenden Displays nicht mehr notwendig,0
"Land könnte überstimmt werden, muss aber nicht zahlen",3
"Eine Million E-Autos sollen 2020 auf deutschen, 200",3
"""Nature""-Bericht: Immer mehr Spitzenforschung auf Basis internationaler Zusammenarbeit",7
Bis zu 2,5
"Österreich vollziehe einen ""Rückzug von internationalen Verpflichtungen""",1
RTL und Sat,6
Im Südburgenland neu angebaute Uhudler-Reben müssen nicht abgeholzt werden,1
IS-Mitglieder sollen Angriff auf US-Konsulat geplant haben,2
Innenverteidiger erhält Vertrag bis Sommer 2020,4
Rettungskräfte konnten nur noch Tod feststellen,1
Nach Tränengasattacke im Parlament,2
"User: ""War jemand auf Drogen, als dieser Preis beschlossen wurde?""",0
Mullah Akhundzada gehört zur Gründergeneration – Hardliner Haqqani wird Stellvertreter,2
Jugendlicher wollte von Mutter Internet-Freigabe erpressen – U-Haft beantragt,1
Islamisten töteten Betende in Moschee auf Stützpunkt bei Peshawar,2
"Verwendeter Videoclip stammt aus populärem Shooter ""Medal of Honor""",0
Unterbringungsgrund beim 28-jährigen Hamburger war immer Eigengefährdung,1
Der 500-Euro-Schein ist bald Geschichte,3
Maxim Ljudomirski ist Experte für Lasertechnik,7
'Der Saxofonist und Bandleader starb 89-jährig an Krebs,8
4G-Kombitarif des A1-Discounters um 1,0
Russische Regierung sieht in Äußerung von US-Vizefinanzminister Provokation,2
Sonderfunktionen für Selfie-Aufnahmen – ab November um 350 Euro,0
Rund 80,5
Regierung intervenierte nach Entscheidung im Oberhaus,2
'Ex-Finanzministerin sagt später als geplant aus,3
Nach Rücktritten wegen Abhöraffäre,2
Countdown für Start von neuem Onlinehändler läuft,0
Bisher bekannte sich niemand zu Attentat,2
Auch Auswärtigen Amt in Deutschland betont: Diskussionsprozess für Übergangslösung nötig,2
'Kreml: Präsident verdiente im Jahr 2015 lediglich 119,2
Plus bei allen Messwerten im Vergleich zum Vorjahr,6
Wall Street-Verluste nach enttäuschenden US-Industriedaten belasten,3
Der Terror in Frankreich ist die Perversion der Rechtschaffenheit,2
Martin und Zsolt kippen in Housemarques exzellenten neuen Koop-Shooter rein,0
Finale erzielte in Deutschland 2 Prozent Marktanteil,6
'Bündelt Kompetenzen und Befugnisse im BVT – V-Personen von außerhalb,0
Abgeordnete verweisen auf Gefahren für Gesundheit,3
Erneute Verschiebung von Herbst auf nächstes Jahr,0
Masanori Hamayoshi folgt bei ambitioniertem Ostligisten auf entlassenen Kleer,4
Studentin erlitt auf dem Nachhauseweg Nierenstich in Wien-Neubau,1
Wichtiger Stimmungstest für prowestliche Regierung um Staatschef Poroschenko,2
Auch Einreise- und Vermögenssperren gegen Lukaschenko-Getreue sollen aufgehoben werden,2
Am 31,6
Technik bringt bessere Sprachqualität und verkürzte Rufaufbauzeit,0
